Sample number	SRA sample ID	SRA run ID	BioProject ID	Library layout	ENA fq URL 1	ENA fq URL 2	SRA URL	Source name	Tissue/cell type	Age	Sex
163	SRS4470268	SRR8705752	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR870/002/SRR8705752/SRR8705752_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR870/002/SRR8705752/SRR8705752_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/705/SRR8705752.sralite.1	unknown/not stated	kidney	27Mo	male
163	SRS4470267	SRR8705753	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR870/003/SRR8705753/SRR8705753_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR870/003/SRR8705753/SRR8705753_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/705/SRR8705753.sralite.1	unknown/not stated	kidney	27Mo	male
164	SRS4470266	SRR8705754	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR870/004/SRR8705754/SRR8705754_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR870/004/SRR8705754/SRR8705754_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/705/SRR8705754.sralite.1	unknown/not stated	kidney	6Mo	male
165	SRS5040093	SRR9616345	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616345/SRR9616345_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616345/SRR9616345_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616345.sralite.1	unknown/not stated	hippocampus	27Mo	male
166	SRS5040092	SRR9616346	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616346/SRR9616346_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616346/SRR9616346_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616346.sralite.1	unknown/not stated	hippocampus	9Mo	male
167	SRS5040091	SRR9616347	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616347/SRR9616347_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616347/SRR9616347_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616347.sralite.1	unknown/not stated	hippocampus	6Mo	male
168	SRS5040090	SRR9616348	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616348/SRR9616348_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616348/SRR9616348_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616348.sralite.1	unknown/not stated	hippocampus	6Mo	male
169	SRS5040089	SRR9616349	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616349/SRR9616349_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616349/SRR9616349_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616349.sralite.1	unknown/not stated	hippocampus	6Mo	male
170	SRS5040088	SRR9616350	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/000/SRR9616350/SRR9616350_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/000/SRR9616350/SRR9616350_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616350.sralite.1	unknown/not stated	hippocampus	6Mo	male
171	SRS5040087	SRR9616351	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/001/SRR9616351/SRR9616351_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/001/SRR9616351/SRR9616351_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616351.sralite.1	unknown/not stated	hippocampus	6Mo	male
172	SRS5040086	SRR9616352	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/002/SRR9616352/SRR9616352_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/002/SRR9616352/SRR9616352_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616352.sralite.1	unknown/not stated	hippocampus	6Mo	male
173	SRS5040085	SRR9616353	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/003/SRR9616353/SRR9616353_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/003/SRR9616353/SRR9616353_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616353.sralite.1	unknown/not stated	hippocampus	6Mo	male
174	SRS5040084	SRR9616354	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/004/SRR9616354/SRR9616354_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/004/SRR9616354/SRR9616354_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616354.sralite.1	unknown/not stated	hippocampus	6Mo	male
175	SRS5040083	SRR9616355	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616355/SRR9616355_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616355/SRR9616355_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616355.sralite.1	unknown/not stated	hippocampus	27Mo	male
176	SRS5040082	SRR9616356	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616356/SRR9616356_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616356/SRR9616356_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616356.sralite.1	unknown/not stated	hippocampus	27Mo	male
177	SRS5040081	SRR9616357	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616357/SRR9616357_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616357/SRR9616357_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/616/SRR9616357.sralite.1	unknown/not stated	hippocampus	24Mo	male
178	SRS5040080	SRR9616358	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616358/SRR9616358_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616358/SRR9616358_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616358.sralite.1	unknown/not stated	hippocampus	24Mo	male
179	SRS5040079	SRR9616359	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616359/SRR9616359_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616359/SRR9616359_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616359.sralite.1	unknown/not stated	hippocampus	24Mo	male
180	SRS5040078	SRR9616360	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/000/SRR9616360/SRR9616360_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/000/SRR9616360/SRR9616360_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616360.sralite.1	unknown/not stated	hippocampus	24Mo	male
181	SRS5040077	SRR9616361	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/001/SRR9616361/SRR9616361_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/001/SRR9616361/SRR9616361_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616361.sralite.1	unknown/not stated	hippocampus	24Mo	male
182	SRS5040076	SRR9616362	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/002/SRR9616362/SRR9616362_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/002/SRR9616362/SRR9616362_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616362.sralite.1	unknown/not stated	hippocampus	27Mo	male
183	SRS5040075	SRR9616363	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/003/SRR9616363/SRR9616363_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/003/SRR9616363/SRR9616363_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616363.sralite.1	unknown/not stated	hippocampus	24Mo	male
184	SRS5040074	SRR9616364	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/004/SRR9616364/SRR9616364_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/004/SRR9616364/SRR9616364_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616364.sralite.1	unknown/not stated	hippocampus	24Mo	male
185	SRS5040073	SRR9616365	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616365/SRR9616365_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616365/SRR9616365_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616365.sralite.1	unknown/not stated	hippocampus	18Mo	male
186	SRS5040072	SRR9616366	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616366/SRR9616366_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616366/SRR9616366_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616366.sralite.1	unknown/not stated	hippocampus	18Mo	male
187	SRS5040071	SRR9616367	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616367/SRR9616367_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616367/SRR9616367_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616367.sralite.1	unknown/not stated	hippocampus	12Mo	male
188	SRS5040070	SRR9616368	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616368/SRR9616368_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616368/SRR9616368_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616368.sralite.1	unknown/not stated	hippocampus	12Mo	male
189	SRS5040069	SRR9616369	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616369/SRR9616369_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616369/SRR9616369_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616369.sralite.1	unknown/not stated	hippocampus	12Mo	male
190	SRS5040068	SRR9616370	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/000/SRR9616370/SRR9616370_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/000/SRR9616370/SRR9616370_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616370.sralite.1	unknown/not stated	hippocampus	12Mo	male
191	SRS5040067	SRR9616371	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/001/SRR9616371/SRR9616371_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/001/SRR9616371/SRR9616371_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616371.sralite.1	unknown/not stated	hippocampus	18Mo	male
192	SRS5040066	SRR9616372	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/002/SRR9616372/SRR9616372_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/002/SRR9616372/SRR9616372_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616372.sralite.1	unknown/not stated	hippocampus	18Mo	male
193	SRS5040065	SRR9616373	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/003/SRR9616373/SRR9616373_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/003/SRR9616373/SRR9616373_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616373.sralite.1	unknown/not stated	hippocampus	18Mo	male
194	SRS5040064	SRR9616374	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/004/SRR9616374/SRR9616374_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/004/SRR9616374/SRR9616374_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616374.sralite.1	unknown/not stated	hippocampus	18Mo	male
195	SRS5040063	SRR9616375	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616375/SRR9616375_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616375/SRR9616375_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616375.sralite.1	unknown/not stated	hippocampus	21Mo	male
196	SRS5040062	SRR9616376	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616376/SRR9616376_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616376/SRR9616376_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616376.sralite.1	unknown/not stated	hippocampus	21Mo	male
197	SRS5040061	SRR9616377	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616377/SRR9616377_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616377/SRR9616377_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616377.sralite.1	unknown/not stated	hippocampus	9Mo	male
198	SRS5040060	SRR9616378	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616378/SRR9616378_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616378/SRR9616378_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/616/SRR9616378.sralite.1	unknown/not stated	hippocampus	27Mo	male
199	SRS5040059	SRR9616379	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616379/SRR9616379_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616379/SRR9616379_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616379.sralite.1	unknown/not stated	hippocampus	27Mo	male
200	SRS5040058	SRR9616380	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/000/SRR9616380/SRR9616380_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/000/SRR9616380/SRR9616380_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616380.sralite.1	unknown/not stated	hippocampus	27Mo	male
201	SRS5040057	SRR9616381	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/001/SRR9616381/SRR9616381_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/001/SRR9616381/SRR9616381_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616381.sralite.1	unknown/not stated	hippocampus	21Mo	male
202	SRS5040056	SRR9616382	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/002/SRR9616382/SRR9616382_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/002/SRR9616382/SRR9616382_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616382.sralite.1	unknown/not stated	hippocampus	21Mo	male
203	SRS5040055	SRR9616383	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/003/SRR9616383/SRR9616383_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/003/SRR9616383/SRR9616383_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616383.sralite.1	unknown/not stated	hippocampus	27Mo	male
204	SRS5040054	SRR9616384	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/004/SRR9616384/SRR9616384_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/004/SRR9616384/SRR9616384_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616384.sralite.1	unknown/not stated	hippocampus	9Mo	male
205	SRS5040053	SRR9616385	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616385/SRR9616385_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616385/SRR9616385_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616385.sralite.1	unknown/not stated	hippocampus	9Mo	male
206	SRS5040052	SRR9616386	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616386/SRR9616386_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616386/SRR9616386_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616386.sralite.1	unknown/not stated	hippocampus	12Mo	male
207	SRS5040051	SRR9616387	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616387/SRR9616387_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616387/SRR9616387_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616387.sralite.1	unknown/not stated	hippocampus	12Mo	male
208	SRS5040050	SRR9616388	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616388/SRR9616388_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616388/SRR9616388_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/616/SRR9616388.sralite.1	unknown/not stated	hippocampus	9Mo	male
209	SRS5040049	SRR9616389	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616389/SRR9616389_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616389/SRR9616389_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616389.sralite.1	unknown/not stated	hippocampus	9Mo	male
210	SRS5040048	SRR9616390	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/000/SRR9616390/SRR9616390_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/000/SRR9616390/SRR9616390_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616390.sralite.1	unknown/not stated	hippocampus	9Mo	male
211	SRS5040047	SRR9616391	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/001/SRR9616391/SRR9616391_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/001/SRR9616391/SRR9616391_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616391.sralite.1	unknown/not stated	hippocampus	9Mo	male
212	SRS5040046	SRR9616392	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/002/SRR9616392/SRR9616392_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/002/SRR9616392/SRR9616392_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616392.sralite.1	unknown/not stated	hippocampus	21Mo	male
213	SRS5040045	SRR9616393	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/003/SRR9616393/SRR9616393_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/003/SRR9616393/SRR9616393_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616393.sralite.1	unknown/not stated	hippocampus	21Mo	male
214	SRS5040044	SRR9616394	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/004/SRR9616394/SRR9616394_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/004/SRR9616394/SRR9616394_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616394.sralite.1	unknown/not stated	hippocampus	21Mo	male
215	SRS5040043	SRR9616395	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616395/SRR9616395_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/005/SRR9616395/SRR9616395_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/616/SRR9616395.sralite.1	unknown/not stated	hippocampus	21Mo	male
216	SRS5040042	SRR9616396	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616396/SRR9616396_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/006/SRR9616396/SRR9616396_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616396.sralite.1	unknown/not stated	hippocampus	12Mo	male
217	SRS5040041	SRR9616397	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616397/SRR9616397_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/007/SRR9616397/SRR9616397_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616397.sralite.1	unknown/not stated	hippocampus	12Mo	male
218	SRS5040040	SRR9616398	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616398/SRR9616398_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/008/SRR9616398/SRR9616398_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/616/SRR9616398.sralite.1	unknown/not stated	hippocampus	18Mo	male
219	SRS5040039	SRR9616399	PRJNA516151	PAIRED	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616399/SRR9616399_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR961/009/SRR9616399/SRR9616399_2.fastq.gz	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/616/SRR9616399.sralite.1	unknown/not stated	hippocampus	18Mo	male
